"","q_n","date","GaR","GDP_real"
"1",85,2007-01-01,0.196277456413936,0.313068016227031
"2",85,2007-01-02,0.192929850745766,0.313068016227031
"3",85,2007-01-03,0.178382944690389,0.313068016227031
"4",85,2007-01-04,0.183304606448211,0.313068016227031
"5",85,2007-01-05,0.184958878565573,0.313068016227031
"6",85,2007-01-06,0.189328499978917,0.313068016227031
"7",85,2007-01-07,0.189850911300053,0.313068016227031
"8",85,2007-01-08,0.191384369736271,0.313068016227031
"9",85,2007-01-09,0.191531447285345,0.313068016227031
"10",85,2007-01-10,0.191794264719738,0.313068016227031
"11",85,2007-01-11,0.193506428960345,0.313068016227031
"12",85,2007-01-12,0.19574911469662,0.313068016227031
"13",85,2007-01-13,0.196129726224431,0.313068016227031
"14",85,2007-01-14,0.195877248036977,0.313068016227031
"15",85,2007-01-15,0.196444180917381,0.313068016227031
"16",85,2007-01-16,0.193676776682703,0.313068016227031
"17",85,2007-01-17,0.196421626376675,0.313068016227031
"18",85,2007-01-18,0.194898945114208,0.313068016227031
"19",85,2007-01-19,0.189915316703044,0.313068016227031
"20",85,2007-01-20,0.189817592956204,0.313068016227031
"21",85,2007-01-21,0.190689711205243,0.313068016227031
"22",85,2007-01-22,0.168120107674346,0.313068016227031
"23",85,2007-01-23,0.195217806524164,0.313068016227031
"24",85,2007-01-24,0.192410364800538,0.313068016227031
"25",85,2007-01-25,0.180491686844025,0.313068016227031
"26",85,2007-01-26,0.161761939157741,0.313068016227031
"27",85,2007-01-27,0.155231717094919,0.313068016227031
"28",85,2007-01-28,0.161536682456662,0.313068016227031
"29",85,2007-01-29,0.170653400163946,0.313068016227031
"30",85,2007-01-30,0.169841634298668,0.313068016227031
"31",85,2007-01-31,0.170580110582411,0.313068016227031
"32",85,2007-02-01,0.163676434101243,0.313068016227031
"33",85,2007-02-02,0.156318717693029,0.313068016227031
"34",85,2007-02-03,0.157574630796617,0.313068016227031
"35",85,2007-02-04,0.157398078369119,0.313068016227031
"36",85,2007-02-05,0.15994646222468,0.313068016227031
"37",85,2007-02-06,0.159071746772789,0.313068016227031
"38",85,2007-02-07,0.158520450505603,0.313068016227031
"39",85,2007-02-08,0.180828909906683,0.313068016227031
"40",85,2007-02-09,0.182803252506062,0.313068016227031
"41",85,2007-02-10,0.155955090945113,0.313068016227031
"42",85,2007-02-11,0.15581473875233,0.313068016227031
"43",85,2007-02-12,0.155228316857977,0.313068016227031
"44",85,2007-02-13,0.180155125260466,0.313068016227031
"45",85,2007-02-14,0.171635599076566,0.313068016227031
"46",85,2007-02-15,0.147058688145033,0.313068016227031
"47",85,2007-02-16,0.177333809118818,0.313068016227031
"48",85,2007-02-17,0.175786611172897,0.313068016227031
"49",85,2007-02-18,0.150145168497452,0.313068016227031
"50",85,2007-02-19,0.170051902197917,0.313068016227031
"51",85,2007-02-20,0.154570591725942,0.313068016227031
"52",85,2007-02-21,0.163821975101803,0.313068016227031
"53",85,2007-02-22,0.14375779529461,0.313068016227031
"54",85,2007-02-23,0.142575801157911,0.313068016227031
"55",85,2007-02-24,0.173761893476288,0.313068016227031
"56",85,2007-02-25,0.139031951182574,0.313068016227031
"57",85,2007-02-26,0.166720982840208,0.313068016227031
"58",85,2007-02-27,0.154648998628991,0.313068016227031
"59",85,2007-02-28,0.16322210791015,0.313068016227031
"60",85,2007-03-01,0.13937356722348,0.313068016227031
"61",85,2007-03-02,0.139749538974099,0.313068016227031
"62",85,2007-03-03,0.139849060392418,0.313068016227031
"63",85,2007-03-04,0.139754721812828,0.313068016227031
"64",85,2007-03-05,0.169869331423318,0.313068016227031
"65",85,2007-03-06,0.16503676040587,0.313068016227031
"66",85,2007-03-07,0.142349378644961,0.313068016227031
"67",85,2007-03-08,0.158843512674884,0.313068016227031
"68",85,2007-03-09,0.148437880001263,0.313068016227031
"69",85,2007-03-10,0.14824319057656,0.313068016227031
"70",85,2007-03-11,0.157508552170027,0.313068016227031
"71",85,2007-03-12,0.153829393828558,0.313068016227031
"72",85,2007-03-13,0.15715017893927,0.313068016227031
"73",85,2007-03-14,0.158354816628365,0.313068016227031
"74",85,2007-03-15,0.152530820383447,0.313068016227031
"75",85,2007-03-16,0.151912869444811,0.313068016227031
"76",85,2007-03-17,0.158362080043913,0.313068016227031
"77",85,2007-03-18,0.166496362235432,0.313068016227031
"78",85,2007-03-19,0.168604492785554,0.313068016227031
"79",85,2007-03-20,0.151331925991168,0.313068016227031
"80",85,2007-03-21,0.157127893156587,0.313068016227031
"81",85,2007-03-22,0.156525721436482,0.313068016227031
"82",85,2007-03-23,0.165394036584273,0.313068016227031
"83",85,2007-03-24,0.166642438999476,0.313068016227031
"84",85,2007-03-25,0.169032840214706,0.313068016227031
"85",85,2007-03-26,0.170598844343066,0.313068016227031
"86",85,2007-03-27,0.170390425060993,0.313068016227031
"87",85,2007-03-28,0.170499829207792,0.313068016227031
"88",85,2007-03-29,0.17082057672237,0.313068016227031
"89",85,2007-03-30,0.171046023261107,0.313068016227031
"90",85,2007-03-31,0.173081242725326,0.313068016227031
"91",86,2007-04-01,0.189688316964068,0.831574783960364
"92",86,2007-04-02,0.183941911800841,0.831574783960364
"93",86,2007-04-03,0.176859375628621,0.831574783960364
"94",86,2007-04-04,0.177834932645579,0.831574783960364
"95",86,2007-04-05,0.178692879189481,0.831574783960364
"96",86,2007-04-06,0.173788407501753,0.831574783960364
"97",86,2007-04-07,0.173564160081434,0.831574783960364
"98",86,2007-04-08,0.180393410752185,0.831574783960364
"99",86,2007-04-09,0.189893129977887,0.831574783960364
"100",86,2007-04-10,0.20331166951231,0.831574783960364
"101",86,2007-04-11,0.204211107590149,0.831574783960364
"102",86,2007-04-12,0.183823515499897,0.831574783960364
"103",86,2007-04-13,0.187502285722229,0.831574783960364
"104",86,2007-04-14,0.189020480097522,0.831574783960364
"105",86,2007-04-15,0.190973298645583,0.831574783960364
"106",86,2007-04-16,0.194837156799754,0.831574783960364
"107",86,2007-04-17,0.197023989412806,0.831574783960364
"108",86,2007-04-18,0.201245061577791,0.831574783960364
"109",86,2007-04-19,0.205277439837188,0.831574783960364
"110",86,2007-04-20,0.207678366140777,0.831574783960364
"111",86,2007-04-21,0.209706236110319,0.831574783960364
"112",86,2007-04-22,0.215389927106681,0.831574783960364
"113",86,2007-04-23,0.213281316707192,0.831574783960364
"114",86,2007-04-24,0.21511249419748,0.831574783960364
"115",86,2007-04-25,0.215697178332475,0.831574783960364
"116",86,2007-04-26,0.217181442666317,0.831574783960364
"117",86,2007-04-27,0.229499139871526,0.831574783960364
"118",86,2007-04-28,0.202479621178078,0.831574783960364
"119",86,2007-04-29,0.201998349587224,0.831574783960364
"120",86,2007-04-30,0.208772344059508,0.831574783960364
"121",86,2007-05-01,0.231088888827837,0.831574783960364
"122",86,2007-05-02,0.232812724645546,0.831574783960364
"123",86,2007-05-03,0.217063464398528,0.831574783960364
"124",86,2007-05-04,0.220087454404903,0.831574783960364
"125",86,2007-05-05,0.219060750582988,0.831574783960364
"126",86,2007-05-06,0.2079985447878,0.831574783960364
"127",86,2007-05-07,0.211122140898795,0.831574783960364
"128",86,2007-05-08,0.211776145031721,0.831574783960364
"129",86,2007-05-09,0.212381984727698,0.831574783960364
"130",86,2007-05-10,0.204775455268911,0.831574783960364
"131",86,2007-05-11,0.207042671211568,0.831574783960364
"132",86,2007-05-12,0.207449790397546,0.831574783960364
"133",86,2007-05-13,0.206858180907603,0.831574783960364
"134",86,2007-05-14,0.205691908474792,0.831574783960364
"135",86,2007-05-15,0.203962569528462,0.831574783960364
"136",86,2007-05-16,0.204313981506953,0.831574783960364
"137",86,2007-05-17,0.203537183516178,0.831574783960364
"138",86,2007-05-18,0.20231011633057,0.831574783960364
"139",86,2007-05-19,0.200876478747214,0.831574783960364
"140",86,2007-05-20,0.202289006097457,0.831574783960364
"141",86,2007-05-21,0.200395019025383,0.831574783960364
"142",86,2007-05-22,0.202710093798689,0.831574783960364
"143",86,2007-05-23,0.207971733847753,0.831574783960364
"144",86,2007-05-24,0.211851815909555,0.831574783960364
"145",86,2007-05-25,0.215611249973654,0.831574783960364
"146",86,2007-05-26,0.204296005577458,0.831574783960364
"147",86,2007-05-27,0.214168700992703,0.831574783960364
"148",86,2007-05-28,0.21125741730325,0.831574783960364
"149",86,2007-05-29,0.202126028393054,0.831574783960364
"150",86,2007-05-30,0.230148654851199,0.831574783960364
"151",86,2007-05-31,0.208594143433814,0.831574783960364
"152",86,2007-06-01,0.211907932030901,0.831574783960364
"153",86,2007-06-02,0.210814209444609,0.831574783960364
"154",86,2007-06-03,0.211141459552025,0.831574783960364
"155",86,2007-06-04,0.212855723236514,0.831574783960364
"156",86,2007-06-05,0.212909181830148,0.831574783960364
"157",86,2007-06-06,0.213577737943603,0.831574783960364
"158",86,2007-06-07,0.239440411505583,0.831574783960364
"159",86,2007-06-08,0.237709253208306,0.831574783960364
"160",86,2007-06-09,0.236923768075734,0.831574783960364
"161",86,2007-06-10,0.239629161669733,0.831574783960364
"162",86,2007-06-11,0.238054398794636,0.831574783960364
"163",86,2007-06-12,0.236616984866178,0.831574783960364
"164",86,2007-06-13,0.241525968639982,0.831574783960364
"165",86,2007-06-14,0.241666101004548,0.831574783960364
"166",86,2007-06-15,0.242720800066472,0.831574783960364
"167",86,2007-06-16,0.236866248677402,0.831574783960364
"168",86,2007-06-17,0.237766801389672,0.831574783960364
"169",86,2007-06-18,0.23928800211072,0.831574783960364
"170",86,2007-06-19,0.24152205792237,0.831574783960364
"171",86,2007-06-20,0.239256922279757,0.831574783960364
"172",86,2007-06-21,0.233507916389259,0.831574783960364
"173",86,2007-06-22,0.239545114745665,0.831574783960364
"174",86,2007-06-23,0.239343911889116,0.831574783960364
"175",86,2007-06-24,0.239386316438651,0.831574783960364
"176",86,2007-06-25,0.23833196997372,0.831574783960364
"177",86,2007-06-26,0.232029790360548,0.831574783960364
"178",86,2007-06-27,0.236664085163509,0.831574783960364
"179",86,2007-06-28,0.235612625195752,0.831574783960364
"180",86,2007-06-29,0.233349770867966,0.831574783960364
"181",86,2007-06-30,0.233423427172394,0.831574783960364
"182",87,2007-07-01,0.194941835890444,0.955481809960317
"183",87,2007-07-02,0.195475522869689,0.955481809960317
"184",87,2007-07-03,0.195131665260595,0.955481809960317
"185",87,2007-07-04,0.203215758055485,0.955481809960317
"186",87,2007-07-05,0.197641672293897,0.955481809960317
"187",87,2007-07-06,0.19328946522741,0.955481809960317
"188",87,2007-07-07,0.198318407646835,0.955481809960317
"189",87,2007-07-08,0.196542981698678,0.955481809960317
"190",87,2007-07-09,0.204187965622469,0.955481809960317
"191",87,2007-07-10,0.257256186641493,0.955481809960317
"192",87,2007-07-11,0.20893956371986,0.955481809960317
"193",87,2007-07-12,0.212422153197636,0.955481809960317
"194",87,2007-07-13,0.24036417039337,0.955481809960317
"195",87,2007-07-14,0.214241863906156,0.955481809960317
"196",87,2007-07-15,0.21392095805306,0.955481809960317
"197",87,2007-07-16,0.210904300950283,0.955481809960317
"198",87,2007-07-17,0.210060186136517,0.955481809960317
"199",87,2007-07-18,0.211252595220039,0.955481809960317
"200",87,2007-07-19,0.212563883381867,0.955481809960317
"201",87,2007-07-20,0.224394512733812,0.955481809960317
"202",87,2007-07-21,0.224261724799366,0.955481809960317
"203",87,2007-07-22,0.231878229340357,0.955481809960317
"204",87,2007-07-23,0.228670539052472,0.955481809960317
"205",87,2007-07-24,0.231028260671995,0.955481809960317
"206",87,2007-07-25,0.233526696066107,0.955481809960317
"207",87,2007-07-26,0.21444391846133,0.955481809960317
"208",87,2007-07-27,0.217179960219364,0.955481809960317
"209",87,2007-07-28,0.229496659782549,0.955481809960317
"210",87,2007-07-29,0.206262835789003,0.955481809960317
"211",87,2007-07-30,0.208456160708083,0.955481809960317
"212",87,2007-07-31,0.209328753496456,0.955481809960317
"213",87,2007-08-01,0.225334089861722,0.955481809960317
"214",87,2007-08-02,0.211257153138687,0.955481809960317
"215",87,2007-08-03,0.198058031511462,0.955481809960317
"216",87,2007-08-04,0.207393237242071,0.955481809960317
"217",87,2007-08-05,0.19805267980169,0.955481809960317
"218",87,2007-08-06,0.199162301180872,0.955481809960317
"219",87,2007-08-07,0.208593758352315,0.955481809960317
"220",87,2007-08-08,0.209992906623514,0.955481809960317
"221",87,2007-08-09,0.212739131196419,0.955481809960317
"222",87,2007-08-10,0.199778952218092,0.955481809960317
"223",87,2007-08-11,0.198673199320298,0.955481809960317
"224",87,2007-08-12,0.197355660294913,0.955481809960317
"225",87,2007-08-13,0.215069969078454,0.955481809960317
"226",87,2007-08-14,0.211879276188943,0.955481809960317
"227",87,2007-08-15,0.216236970968045,0.955481809960317
"228",87,2007-08-16,0.225846912850036,0.955481809960317
"229",87,2007-08-17,0.234348204975111,0.955481809960317
"230",87,2007-08-18,0.234438412265485,0.955481809960317
"231",87,2007-08-19,0.235444167956323,0.955481809960317
"232",87,2007-08-20,0.207003679145228,0.955481809960317
"233",87,2007-08-21,0.203594513893022,0.955481809960317
"234",87,2007-08-22,0.199214901944453,0.955481809960317
"235",87,2007-08-23,0.20097121262965,0.955481809960317
"236",87,2007-08-24,0.200798680756389,0.955481809960317
"237",87,2007-08-25,0.201373444416993,0.955481809960317
"238",87,2007-08-26,0.199839205509132,0.955481809960317
"239",87,2007-08-27,0.201185469736062,0.955481809960317
"240",87,2007-08-28,0.207137365320348,0.955481809960317
"241",87,2007-08-29,0.202034951633118,0.955481809960317
"242",87,2007-08-30,0.206431558831926,0.955481809960317
"243",87,2007-08-31,0.221530881473462,0.955481809960317
"244",87,2007-09-01,0.22449168659291,0.955481809960317
"245",87,2007-09-02,0.225151501115547,0.955481809960317
"246",87,2007-09-03,0.220795332212245,0.955481809960317
"247",87,2007-09-04,0.224790133343949,0.955481809960317
"248",87,2007-09-05,0.204277752669418,0.955481809960317
"249",87,2007-09-06,0.228639634789683,0.955481809960317
"250",87,2007-09-07,0.23000244151755,0.955481809960317
"251",87,2007-09-08,0.22816681115524,0.955481809960317
"252",87,2007-09-09,0.226868793516679,0.955481809960317
"253",87,2007-09-10,0.200432944429212,0.955481809960317
"254",87,2007-09-11,0.203645912054892,0.955481809960317
"255",87,2007-09-12,0.225626627598108,0.955481809960317
"256",87,2007-09-13,0.19916061584153,0.955481809960317
"257",87,2007-09-14,0.219730502445206,0.955481809960317
"258",87,2007-09-15,0.220904998917163,0.955481809960317
"259",87,2007-09-16,0.221576806218369,0.955481809960317
"260",87,2007-09-17,0.21855365733764,0.955481809960317
"261",87,2007-09-18,0.215249504289791,0.955481809960317
"262",87,2007-09-19,0.213667951335904,0.955481809960317
"263",87,2007-09-20,0.211518279821306,0.955481809960317
"264",87,2007-09-21,0.200934225424615,0.955481809960317
"265",87,2007-09-22,0.208549567729336,0.955481809960317
"266",87,2007-09-23,0.198523589644559,0.955481809960317
"267",87,2007-09-24,0.205847915629412,0.955481809960317
"268",87,2007-09-25,0.206715958401111,0.955481809960317
"269",87,2007-09-26,0.202373914793899,0.955481809960317
"270",87,2007-09-27,0.201450868706087,0.955481809960317
"271",87,2007-09-28,0.198304651667397,0.955481809960317
"272",87,2007-09-29,0.19616802754681,0.955481809960317
"273",87,2007-09-30,0.181715384687705,0.955481809960317
"274",88,2007-10-01,0.193973446535539,0.158551303124504
"275",88,2007-10-02,0.17104433273288,0.158551303124504
"276",88,2007-10-03,0.172743165748003,0.158551303124504
"277",88,2007-10-04,0.170461181027526,0.158551303124504
"278",88,2007-10-05,0.171527250861309,0.158551303124504
"279",88,2007-10-06,0.1750035304886,0.158551303124504
"280",88,2007-10-07,0.17453146581401,0.158551303124504
"281",88,2007-10-08,0.173273062541722,0.158551303124504
"282",88,2007-10-09,0.169994806214462,0.158551303124504
"283",88,2007-10-10,0.178579792944285,0.158551303124504
"284",88,2007-10-11,0.168223526530876,0.158551303124504
"285",88,2007-10-12,0.167491099423408,0.158551303124504
"286",88,2007-10-13,0.192383975864062,0.158551303124504
"287",88,2007-10-14,0.17826231793615,0.158551303124504
"288",88,2007-10-15,0.155680977514215,0.158551303124504
"289",88,2007-10-16,0.155107972922203,0.158551303124504
"290",88,2007-10-17,0.156051431885967,0.158551303124504
"291",88,2007-10-18,0.155839543683862,0.158551303124504
"292",88,2007-10-19,0.153267981215668,0.158551303124504
"293",88,2007-10-20,0.151333742338339,0.158551303124504
"294",88,2007-10-21,0.149961096181599,0.158551303124504
"295",88,2007-10-22,0.148224479835426,0.158551303124504
"296",88,2007-10-23,0.167956331965557,0.158551303124504
"297",88,2007-10-24,0.149784032102623,0.158551303124504
"298",88,2007-10-25,0.14859641609587,0.158551303124504
"299",88,2007-10-26,0.176691921678162,0.158551303124504
"300",88,2007-10-27,0.173737508423585,0.158551303124504
"301",88,2007-10-28,0.176329622599342,0.158551303124504
"302",88,2007-10-29,0.143267781659958,0.158551303124504
"303",88,2007-10-30,0.141030814276994,0.158551303124504
"304",88,2007-10-31,0.152249388936291,0.158551303124504
"305",88,2007-11-01,0.175995525792934,0.158551303124504
"306",88,2007-11-02,0.175077679767739,0.158551303124504
"307",88,2007-11-03,0.173429892460393,0.158551303124504
"308",88,2007-11-04,0.171429382912229,0.158551303124504
"309",88,2007-11-05,0.143509042772825,0.158551303124504
"310",88,2007-11-06,0.151592470976501,0.158551303124504
"311",88,2007-11-07,0.168932145545033,0.158551303124504
"312",88,2007-11-08,0.16585158242089,0.158551303124504
